"schema_version","phase","family","target","chain","pid","recorded_at_utc","git_commit","expected_git_commit","git_dirty","runtime_package_path","runtime_package_version","runtime_attestation","runtime_attestation_schema","source_tree_digest","runtime_package_tree_digest","failed_gates","snapshot_pass","git_commit_available","git_status_available","expected_git_commit_match","provenance_complete","reproducibility_eligible","runtime_package_available","runtime_attestation_available","runtime_attestation_match","source_archive_verified","source_archive_tree_match","source_package_verified","source_package_archive_match","build_evidence_verified","install_evidence_verified","runtime_lineage_marker_match","runtime_install_receipt_match","source_archive_isolated_from_source","source_checkout_unchanged","runtime_isolated_from_source","runtime_source_match","runtime_provenance_complete"
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","SH",1,2688605,"2026-08-05 01:54:10 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","SH",1,2688605,"2026-08-05 01:55:57 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","SH",1,2688605,"2026-08-05 01:56:02 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","SH",2,2688606,"2026-08-05 01:54:10 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","SH",2,2688606,"2026-08-05 01:55:56 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","SH",2,2688606,"2026-08-05 01:56:01 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","SH",3,2701698,"2026-08-05 01:56:09 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","SH",3,2701698,"2026-08-05 01:57:57 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","SH",3,2701698,"2026-08-05 01:58:02 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","SH",4,2701699,"2026-08-05 01:56:09 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","SH",4,2701699,"2026-08-05 01:57:56 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","SH",4,2701699,"2026-08-05 01:58:01 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","dlm","RQR",1,3977364,"2026-08-04 22:53:19 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","dlm","RQR",1,3977364,"2026-08-04 23:21:55 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","dlm","RQR",1,3977364,"2026-08-04 23:22:02 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","dlm","RQR",2,3977365,"2026-08-04 22:53:19 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","dlm","RQR",2,3977365,"2026-08-04 23:22:19 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","dlm","RQR",2,3977365,"2026-08-04 23:22:25 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","dlm","RQR",3,507418,"2026-08-04 23:22:31 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","dlm","RQR",3,507418,"2026-08-04 23:50:44 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","dlm","RQR",3,507418,"2026-08-04 23:50:50 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","dlm","RQR",4,507419,"2026-08-04 23:22:31 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","dlm","RQR",4,507419,"2026-08-04 23:50:53 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","dlm","RQR",4,507419,"2026-08-04 23:50:57 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
